Status,Power_range_sensor_1,Power_range_sensor_2,Power_range_sensor_3 ,Power_range_sensor_4,Pressure _sensor_1,Pressure _sensor_2,Pressure _sensor_3,Pressure _sensor_4,Vibration_sensor_1,Vibration_sensor_2,Vibration_sensor_3,Vibration_sensor_4
Normal,4.313,9.0179,9.1983,1.4008,18.1503,3.5847,10.9678,0.6959,10.8194,2.0217,19.2663,10.7179
Normal,3.7646,8.2068,12.1307,10.4251,5.827000000000001,1.2022,4.4516,7.6017,22.2665,2.5941,42.816,13.3396
Normal,6.4261,1.2891,4.8642,1.8054,14.7286,4.4967,8.8096,3.5881,13.9304,5.6036,16.3583,17.023
Abnormal,1.00011,2.206668,2.975238,8.236398,10.774158,0.939726,1.625982,6.65244,16.902114,10.988664,3.70056,2.94729
Normal,5.4401,7.9275,8.5107,1.9775,0.5108,3.7881,7.1427,0.6554,3.3695,0.7385,8.8161,19.6448
Normal,10.0168,5.061,9.0097,10.7108,9.2983,5.6365,2.8448,3.5997,1.4863,17.9185,5.7051,6.1851
Normal,5.8456,5.2451,7.3224,7.261,18.7355,1.868,6.1856,1.4334,4.3296,5.1881,37.1201,4.902
Normal,10.7932,5.9152,9.6185,11.4523,16.012999999999998,3.1882,6.6931,5.7983,5.3266,12.7211,35.4031,6.6929
Normal,0.7828,6.2814,7.7133,8.2745,20.9473,1.23,3.5234,4.1199,22.9681,5.3635,9.0746,4.1357
Normal,4.823,7.8845,10.3281,1.8182,11.9019,2.794,6.8318,2.3004,3.2126,12.9427,4.6804,23.9005
Normal,6.7877,6.8005,12.4841,5.5289,14.2128,1.5351,6.8919,0.5826,15.0475,8.4838,28.9133,13.5981
Normal,5.4053,11.6592,9.7018,13.2843,8.6685,3.7211,11.2395,9.0917,11.2625,7.6714,29.5687,2.4556
Normal,6.0434,9.2532,11.6885,15.2454,28.2074,3.4795,7.5242,14.6034,7.7637,20.9926,50.5521,3.4526
Normal,0.7764,4.0475,8.2434,3.9166,1.9093,1.7617,1.801,0.3456,4.2096,3.0095,0.0646,1.9109
Normal,2.1973,5.7706,7.7756,7.3618,11.1282,1.7605,2.1628,3.7974,5.4835,12.9519,14.6136,15.5183
Normal,5.5783,0.6262,6.3556,0.6747,9.9827,1.3455,5.7394,4.1904,16.6814,16.8661,23.3743,2.6033
Normal,8.8412,6.2137,10.5872,8.2498,14.3269,4.9036,5.87,3.8598,2.114,0.48,12.0657,10.9117
Normal,1.7844,7.0468,7.1951,4.6051,10.4488,0.652,3.9419,2.7662,12.1303,0.8031,2.5018,22.765
Normal,6.8738,9.722,11.9788,15.737,22.9607,3.8829,9.6986,14.4265,4.6989,18.3524,47.0902,0.24
Normal,9.5755,6.0315,10.9991,8.3853,14.0045,3.9002,7.3462,2.4379,9.6008,9.6562,10.2286,1.874
Normal,9.787,7.8955,9.7623,14.2429,12.6804,7.0722,7.5612,13.8011,2.3633,2.6587,5.6036,9.0746
Normal,8.9246,5.8868,10.4645,8.0859,4.9046,2.468,6.8399,3.7916,14.8721,0.2862,18.6385,3.6557
Abnormal,5.7971,4.9164,6.5305,5.1315,29.9629,2.7339,1.8311,0.0462,9.407,7.3022,10.764,0.7755
Normal,5.8438,1.1902,5.1022,2.0297,20.4563,3.9257,9.0478,3.8586,12.3057,17.4384,29.7256,21.8234
Normal,1.9391,3.9413,8.5538,3.9935,3.4615,0.141,2.0576,1.6438,12.6657,11.0317,8.0776,12.8042
Normal,8.6838,5.874,7.9102,9.2404,20.3373,1.6403,6.877999999999999,1.2542,1.3386,28.2394,49.0565,9.8408
Normal,4.0668,9.6075,12.9474,12.0831,17.1932,0.897,6.5127,9.1021,14.8536,8.6038,53.2384,14.1151
Normal,4.8706,5.3055,6.8729,12.7798,17.0792,5.4007,0.363,10.9181,8.0038,11.9641,24.2421,14.9644
Normal,4.4907,6.4764,8.1088,2.634,6.5361,3.298,11.3458,0.0116,12.7303,6.4436,2.5294,12.9796
Abnormal,7.0697,9.2184,14.0717,7.9431,5.9460000000000015,4.0482,10.443,6.6468,2.1694,9.2593,25.1191,17.3461
Normal,0.3983,5.5316,5.8777,9.5691,31.7135,1.9825,4.7834,4.6586,15.3429,3.9234,4.0711,2.4094
Normal,10.7895,5.6287,10.1798,9.7082,12.6904,5.7082,6.9474,3.7823,6.3052,0.8401,4.7543,1.3017
Normal,2.3767,6.6925,8.2617,5.3018,11.7085,1.9478,3.854,2.9443,1.6248,0.0277,13.1088,14.2905
Normal,6.0754,4.9951,7.3901,8.2013,30.9349,0.4219,5.6770000000000005,0.9814,12.0749,4.8189,28.3317,7.616
Normal,3.3801,7.5375,6.2759,3.1348,7.2948,1.9189,11.5273,0.6716,20.291,10.4409,9.2223,29.661
Normal,8.8019,6.8005,8.0521,10.2786,31.9267,4.9626,4.1915,4.4886,7.4222,11.3825,3.7019,10.5886
Abnormal,3.254412,6.055026,9.47937,2.301936,6.06492,0.584868,6.546258,1.457376,9.896448,15.85692,0.169524,1.42188
Abnormal,3.2062,8.0777,10.2264,6.3904,3.4863,2.7662,6.4908,4.173,4.6804,1.3109,19.5709,0.3416
Normal,5.4465,7.9514,7.3856,2.7008,6.3824,3.5569,7.9658,0.0879,2.7048,5.8251,4.6619,22.1281
Normal,7.4112,6.6348,10.9149,15.3223,27.776,6.1694,5.2238,9.8754,0.1108,9.1577,42.0682,19.0447
Normal,10.3693,5.6268,9.6551,9.8099,8.2718,6.3948,5.0181,4.5996,1.274,10.8933,3.0095,13.2288
Abnormal,8.865839999999997,5.042676,5.165994,11.186442,8.53842,5.41671,6.8139059999999985,9.287712,0.8851559999999999,27.391692,4.5292080000000015,5.329602
Normal,2.0975,5.9637,10.144,8.0466,0.9571,1.9802,5.0262,6.3405,3.7388,9.1392,10.4686,10.7732
Normal,0.1447,5.5261,7.8131,8.1033,15.7402,2.2588,1.4392,3.7742,14.8167,3.8126,11.7702,0.9509
Normal,2.0471,7.825,7.0258,4.3872,9.8438,0.1907,4.8192,3.4182,8.8069,2.6125,9.8501,19.7648
Normal,3.7408,8.1409,10.1505,0.9915,2.5291,0.1688,6.6618,2.268,9.6008,6.5083,6.896,7.773
Normal,2.7603,6.8463,10.3839,6.2833,6.8634,0.3063,6.6202,2.8761,10.3301,5.1235,2.2433,13.9951
Normal,0.0861,4.8303,6.796,7.9834,44.3989,0.8439,3.5292,1.482,18.7308,4.7358,3.8496,3.2587
Normal,6.1688,5.7971,9.8932,7.1246,12.125,1.9848,3.9442,3.2934,3.6742,13.7181,19.6725,4.0065
Normal,4.7781,7.2684,7.9092,2.5882,12.9681,0.8577,4.2031,1.0589,15.3798,15.8229,2.3448,8.1792
Normal,12.1298,5.3870000000000005,10.4727,12.4265,15.3633,4.3661,5.9625,6.3289,3.0464,2.5018,33.0952,3.9511
Normal,5.4785,6.6321,10.6183,6.9223,9.943,1.8368,6.1035,2.9581,10.6532,7.7545,2.2617,5.899
Normal,4.9466,5.0912,8.9923,11.6016,0.8579,4.5984,2.5119,10.0627,3.6465,12.518,3.2310000000000003,0.757
Normal,7.7151,7.6117,6.058,13.1122,1.3737,2.3073,5.3439999999999985,6.9913,16.8199,17.7431,12.2041,4.9943
Normal,3.4259,9.3439,11.0834,0.4065,11.1282,0.7942,10.5494,1.1282,1.9479,3.4618,8.2623,12.0841
Normal,10.8975,4.9796,8.2169,11.0138,12.859000000000002,4.5175,4.5106,4.0736,4.6804,18.0385,26.9746,3.388
Normal,9.7275,6.2082,11.8936,15.5667,29.3827,9.116,5.0366,11.8256,9.7116,3.8126,24.436,15.4813
Normal,12.0181,5.2075,11.4771,12.3001,12.3581,4.5545,6.2919,7.3439,0.6739,15.4259,42.5021,3.7665
Normal,5.4785,11.098,9.7375,13.4207,8.7776,4.0702,9.4188,9.1865,14.512,12.6749,25.1006,9.5916
Normal,9.8813,5.7486,9.7256,10.4004,14.5897,1.7813,5.6827,4.3222,8.2807,17.383,38.9018,1.8371
Normal,0.8478,10.502,10.925,7.4725,6.67,1.4531,6.7994,0.7942,16.026,7.2468,33.5937,16.5245
Normal,11.2271,5.4776,11.7581,9.2853,10.5282,5.9787,5.1209,3.2124,13.515,4.0988,7.7453,3.7665
Normal,10.8966,6.7355,10.253,13.0692,4.8103,6.3104,8.1947,9.0478,6.9698,0.6924,36.5755,8.4007
Normal,6.5021,10.5304,12.9456,10.1898,1.3638,4.758,7.5878,2.4865,5.5759,18.1123,37.0832,10.2747
Normal,6.2942,10.0974,8.5446,14.9249,10.9646,3.3338,7.4121,12.8752,17.8815,10.5978,34.6738,4.6066
Normal,3.8882,9.4107,10.5103,1.9189,7.8701,2.4865,9.5645,2.5339,3.8496,6.7298,18.3247,23.4297
Abnormal,5.0592,4.01,7.3563,11.7032,28.3165,0.3052,4.4193,10.1182,3.2495,13.3027,4.9297,4.9297
Normal,1.7935,6.0809,9.1132,8.7881,1.2943,1.5733,4.7591,6.7948,4.2004,17.4938,3.268,10.3117
Abnormal,6.2567,5.5893,8.5812,4.9063,29.5017,3.8367,4.1002,0.7606,12.6842,7.0714,2.8064,2.6772
Normal,2.2678,5.4868,7.2198,7.0569,45.4453,1.9201,4.9672,0.9988,2.1048,2.271,4.4127,9.1116
Normal,3.4204,6.0416,6.0992,2.4609,4.1657,1.7513,12.1943,1.6114,26.0976,3.7111,6.2775,15.3706
Normal,4.2297,6.6028,10.145,12.4933,4.2549,3.1142,2.8818,5.9174,5.1604,2.9633,41.6898,26.8085
Abnormal,3.1027,8.0859,9.6387,7.2327,7.6965,0.4231,4.3985,3.4066,6.6467,4.8096,22.5989,2.0586
Normal,5.8392,6.2018,7.6465,14.3719,12.7152,4.1973,4.5545,11.9296,2.3079,5.0497,23.0512,19.534
Normal,1.2405,4.151,7.6566,4.0979,4.0566,1.1733,2.7096,2.6044,8.5392,24.0205,8.4469,13.1088
Normal,10.2914,5.517,7.9266,10.0562,27.9793,3.7789,5.7983,3.1442,1.1724,19.7463,43.2407,2.8710000000000004
Normal,3.2712,7.8314,8.3066,2.579,9.3182,0.667,11.6475,0.1572,7.4776,3.7849,9.6285,4.1819
Normal,10.1862,7.3096,10.8911,12.5491,25.0137,3.6529,3.9569,10.9459,14.2905,10.0716,14.6967,27.1593
Normal,9.8337,6.6302,12.3798,15.4358,24.6567,8.6351,6.6191,11.9909,9.7116,6.1021,17.3092,1.6894
Normal,5.2249,5.6552,8.3194,10.9671,48.1629,7.0364,3.9997,7.9797,5.8713,9.3239,3.0095,12.6472
Normal,5.5774,10.6448,8.118,14.5724,8.8173,3.654,8.5276,12.5388,8.0776,15.0567,25.5068,1.2463
Normal,3.1860000000000004,4.9622,6.5826,6.8665,22.0234,1.8403,5.0481,0.1815,0.3231,2.991,26.79,12.1949
Normal,5.1727,1.0007,7.8589,0.2765,25.1576,2.609,2.9234,6.7485,1.9017,1.8463,28.664,4.0157
Abnormal,7.1139899999999985,4.765338,3.536442,13.882404,32.003826000000004,7.410606,7.098078,13.605474,4.783392,10.83801,4.237284,3.794706
Abnormal,3.86886,7.437125999999999,10.887582,5.891622,0.768876,3.249618,5.172624,5.623056,7.994352,3.201474,20.45202,15.47085
Normal,6.0489,0.9576,5.3467,1.5335,15.4675,3.7974,7.7415,4.0424,23.3928,3.3972,17.54,27.5655
Normal,10.2585,6.3721,10.3546,9.1479,12.497,5.9845,7.3473,4.3303,0.4339,6.1759,15.7029,1.1632
Normal,1.4502,4.3204,7.7417,8.1427,29.839,2.7905,1.9663,5.003,14.7059,21.288,17.2353,11.8349
Normal,10.4031,7.0221,9.9875,12.9446,8.5098,4.9626,6.0920000000000005,10.5575,8.9731,23.679,33.3075,36.9355
Normal,3.6035,8.3688,8.2333,2.5104,16.499000000000002,2.2634,11.1563,0.2971,3.2495,12.1949,21.1126,16.2568
Normal,6.0388,7.3059,11.3113,6.2329,10.6274,0.1364,6.2792,1.8808,3.628,3.8403,28.8025,4.7266
Normal,7.1713,9.2871,12.5262,16.3129,28.009,6.2041,7.5658,14.082,5.7882,11.5395,51.0598,13.275
Normal,4.0274,11.5448,13.0902,8.183,0.0446,3.3801,9.5784,0.1006,0.6647,30.815,27.0762,10.0347
Normal,8.9804,5.8713,10.209,8.2919,10.5579,3.498,5.0412,3.6563,2.3264,3.4618,19.4971,16.8107
Normal,8.2846,5.6039,8.8513,7.7325,25.1873,0.4034,6.285,0.2266,6.0836,2.1325,46.5732,1.5232
Normal,2.016,10.058,13.4775,7.1988,3.5755,3.157,5.6261,0.3849,6.619,22.1558,38.8557,15.3152
Normal,3.7646,8.399,8.5181,2.5626,17.7784,2.7581,12.6475,0.3896,11.5672,2.4002,15.6475,19.5248
Normal,5.0748,8.9282,7.067,16.0767,5.1922,4.9522,6.9069,13.8566,2.8802,3.3972,32.9105,29.7533
Normal,1.1609,4.8175,7.034,8.6673,49.5861,0.9051,2.7188,7.6837,18.4724,26.1161,21.2049,2.5941
Abnormal,5.36214,5.601126,6.3445019999999985,7.043916,4.775028,2.413626,5.6690580000000015,2.064582,2.9660580000000003,21.18642,22.024452,8.248638
Normal,10.3867,5.0601,9.3338,10.4095,12.3234,2.4356,4.4713,3.5454,5.862,16.5799,42.6683,1.1632
Normal,8.8705,5.0977,7.8113,10.0928,28.862,6.374,2.7593,2.52,18.7585,6.2959,7.9391,15.4998
Normal,2.8189,6.1139,8.7186,10.6741,0.7141,2.4009,3.9199,9.2339,18.3524,3.6095,12.9057,9.8685
Normal,7.2427,8.1958,11.7847,14.1312,0.4414,7.1867,4.4852,12.9076,7.5791,13.9858,42.7237,2.4648
Normal,0.2811,4.52,8.0466,4.6866,3.0697,1.8033,4.1257,0.0358,2.3356,2.8710000000000004,15.0382,11.0502
Normal,0.2325,4.9466,6.8033,8.4824,36.7767,0.9687,3.7372,3.5454,13.275,8.6684,12.7857,2.0033
Normal,10.6339,5.4739,7.8552,11.0422,19.3455,4.966,5.2631,3.9708,4.2188,10.7179,22.1004,1.4863
Abnormal,6.8784,7.3233,12.6068,3.5486,16.7469,5.292000000000002,5.2238,2.8957,16.506,0.6924,13.4227,10.7271
Normal,5.5472,2.6926,4.8669,2.3172,0.2678,2.1027,7.707999999999998,1.5848,19.3678,9.8962,14.4566,12.6657
Normal,4.4724,8.8477,11.922,12.5244,17.0147,2.5154,5.3649,8.8686,1.6525,3.4988,48.1334,13.515
Abnormal,5.16222,5.23413,5.956902,6.760967999999999,2.97432,1.505724,5.356632,1.588242,2.80602,16.59132,10.546188,4.87764
Normal,1.7505,5.8456,6.6486,6.7163,13.3846,1.964,2.231,3.7396,5.8436,4.1173,5.502000000000002,8.7238
Normal,4.4284,6.8024,11.2006,6.8143,7.2453,2.4322,7.2965,3.5384,16.6537,10.3671,20.8541,2.4464
Normal,8.5574,7.6282,7.7655,13.0966,9.6901,6.0607,7.8687,7.3358,11.9456,17.5584,16.2014,4.7912
Normal,5.4053,1.8027,5.9399,1.5262,18.5719,3.669,11.0384,3.5604,10.6625,10.4963,24.8606,16.2476
Normal,1.6818,10.1431,12.7066,7.3425,3.8036,2.6842,5.6134,1.0323,12.8042,10.8656,35.6708,6.9975
Normal,4.9942,0.4092,6.2604,0.6931,6.189,0.1537,2.4934,5.6573,9.8132,13.3581,23.5036,0.7478
Normal,1.5271,5.0052,7.9797,4.5264,11.9415,2.8044,3.4691,0.2959,8.7515,8.89,6.259,13.0904
Normal,5.2258,0.6125,7.9504,0.1547,24.0765,3.2113,4.4563,5.8411,0.5077,9.37,34.8122,13.4966
Normal,4.7397,6.8573,7.5146,11.2079,49.606,6.2145,7.0214,7.3751,18.4539,4.0804,13.672,2.114
Normal,9.6259,6.2347,11.7316,13.9279,4.9689999999999985,5.9752,5.5729,11.2487,6.3236,19.414,21.8419,0.6924
Abnormal,2.7878,8.4027,9.8337,7.0633,5.6583,1.5964,6.4561,5.5695,2.9633,2.1417,34.3784,9.3977
Normal,7.1603,8.8907,12.269,16.105,29.8637,5.4897,6.4272,14.282,12.8226,16.6999,42.7791,14.5951
Normal,6.2357,11.6977,11.4093,10.7071,4.8351,1.5247,10.2719,3.4459,17.5307,15.5183,29.8918,1.2001
Normal,9.6341,6.5707,11.1539,14.5029,11.4357,5.4446,5.6296,11.8001,1.0432,6.896,15.3613,1.6894
Normal,4.9503,7.5916,7.7463,1.7551,2.8217,2.8761,5.2747,0.6947,10.0,2.2525,3.3695,15.9798
Normal,4.5044,0.7443,6.34,1.9052,29.5315,0.8647,2.2044,6.047999999999999,14.4659,21.648000000000003,15.3429,1.2186
Normal,1.5308,5.6497,7.7975,6.1258,37.2727,0.8254,3.4286,1.1063,12.6288,4.8835,8.2069,17.0969
Normal,4.6298,7.3947,7.8378,1.7990000000000002,7.8255,2.0079,3.8968,1.6947,4.8743,10.3209,14.7059,13.5058
Normal,5.2606,4.7360000000000015,6.2476,12.2543,16.2857,5.8735,0.6011,11.5597,8.0961,3.3049,20.3556,20.5956
Abnormal,6.7044,3.175,7.869,2.9791,2.6134,2.4541,6.515,1.9386,1.9386,5.1328,3.8,16.7184
Normal,2.2806,5.2313,6.9498,5.1663,16.9899,2.6714,3.3142,0.3722,2.271,1.6894,10.1178,3.988
Normal,9.6652,4.8166,8.1317,10.3885,15.9088,4.3453,1.9536,3.335,15.0659,11.6964,2.1786,15.4906
Normal,8.2452,6.4636,12.7066,6.21,11.153,6.0041,7.019,3.3881,6.8129,4.3481,2.8433,7.3022
Normal,5.4263,11.7004,11.4294,11.369000000000002,4.9194,1.6993,10.3679,5.4712,10.3117,4.2004,25.7561,5.4189
Normal,8.7259,6.0123,10.8005,7.7536,4.7459,1.8391,6.9127,4.039,20.3833,7.6068,16.543,9.3977
Normal,0.1117,6.2585,6.7776,9.1891,26.4618,1.9871,5.3313,4.9186,25.0175,5.6774,1.2463,19.6632
Abnormal,7.8854,9.0399,14.274,8.7332,5.0285,4.5326,11.1516,7.9993,3.0003,6.3052,27.2239,13.4596
Normal,6.4041,4.6765,7.8781,7.8854,27.7462,1.4161,4.6678,1.2762,3.1203,17.1061,37.3048,19.5155
Normal,10.0287,4.7397,9.5508,10.1495,10.4984,4.1661,3.5107,4.4875,8.2161,3.8311,12.1672,3.2126
Normal,4.7699,8.3862,10.8948,10.459,1.5076,5.8203,5.8596,7.6675,8.9085,13.9212,35.6154,13.9489
Normal,8.3707,7.7563,6.8665,11.965,24.2649,5.2828,5.3279,7.9658,14.1058,11.1333,9.7393,6.5083
Normal,4.2178,8.7808,10.286,1.7505,18.6016,1.3086,7.404,1.5895,2.1417,11.124,1.9202,18.0662
Normal,7.4762,8.5849,11.7105,14.6823,3.0697,7.2063,5.4562,13.2936,9.8039,29.9841,51.6783,2.0494
Normal,8.1088,7.6675,7.3645,11.5714,25.1576,5.9336,5.3059,8.027000000000001,19.174,9.5639,5.2251,8.0592
Abnormal,1.246,7.7399,12.4448,0.4816,26.3031,2.4923,10.0477,1.6519,5.1697,6.8683,12.158,6.3882
Normal,2.6047,6.2027,6.763,9.6048,52.6508,3.7003,4.2852,8.6362,13.672,0.6554,5.8251,3.4711
Normal,6.2027,7.6639,7.0486,13.4189,29.5364,6.1336,7.1589,8.7969,5.3174,13.3027,7.3668,1.5694
Abnormal,7.3059,5.7349,10.2228,11.4734,9.4818,1.8207,6.8006,5.5452,7.2652,10.884,20.5033,16.3306
Abnormal,7.0752,10.1221,14.0295,4.5099,1.7159,0.6497,9.5263,2.8032,3.5357,27.3347,19.9771,9.887
Abnormal,2.8674,8.4091,8.595,7.1384,3.6102,2.6599,7.4745,4.8331,3.6834,2.4371,15.1305,7.3391
Normal,3.6209,7.4982,8.205,1.9684,6.9328,0.4844,4.6146,1.1837,12.758,9.1854,2.2433,20.5864
Normal,5.6332,0.5182,4.3826,1.8375,19.1719,2.3223,6.841,3.5384,13.7643,20.014,4.0804,20.5402
Abnormal,9.017,8.0447,14.5056,8.8998,5.574,9.2293,8.6328,7.8606,4.1634,1.9663,25.1191,12.158
Normal,5.3458,7.0615,10.1111,14.8636,22.435,3.2043,5.6446,7.8005,7.5237,6.3698,44.3484,31.5258
Normal,8.2654,6.0773,8.4521,8.6856,24.6021,1.2877,7.9739,1.6958,4.6066,18.9247,51.7152,4.3019
Normal,2.9242,9.2377,10.6155,1.2506,0.3273,1.7837,8.2143,1.1433,2.6402,8.2899,20.0417,17.4754
Normal,1.7972,5.8585,7.5476,9.9957,2.0332,1.6068,5.0701,8.9391,16.2106,18.0016,14.8259,6.2959
Normal,9.7394,6.5991,10.1706,8.8101,13.9797,5.9486,7.5184,4.4516,2.5664,1.2001,0.4154,2.8987
Normal,5.0098,6.372999999999998,9.8666,12.0731,2.3407,3.113,1.9663,4.4678,7.7914,10.9209,36.797,3.3788
Normal,4.5383,6.8188,6.7584,3.4195,7.4436,3.4332,11.1782,0.2936,11.0317,6.8867,3.2310000000000003,18.7862
Normal,6.4471,5.1791,6.7392,7.0468,20.1389,0.0104,5.4804,0.4196,2.7048,4.5419,25.5068,2.8987
Normal,3.9661,11.7297,10.264,9.6716,3.6648,0.6416,9.9633,1.8484,6.019,12.4718,34.3414,6.5821
Normal,9.2587,5.5536,6.8472,9.8483,23.9922,3.5893,6.6399,3.1431,1.8925,13.9951,36.9817,3.3418
Normal,0.2985,5.9555,8.5675,7.4542,10.5133,2.5512,4.3904,2.8437,1.3293,20.2079,21.805,1.7263
Normal,2.6413,10.7758,14.0982,7.2711,4.0566,2.0935,6.4919,0.0798,0.3416,17.1338,31.6827,6.0651
Normal,5.9079,0.9229,5.3613,0.3516,4.0913,1.1409,1.4172,4.4551,8.1422,9.8039,20.7987,0.1108
Normal,8.3679,5.5783,9.6075,6.9598,18.7107,0.2763,7.1404,0.8046,4.0342,12.1026,52.0937,10.8748
Normal,9.6771,6.7355,9.689,12.2205,6.4816,3.4055,8.033999999999999,7.8409,1.4401,2.3448,30.3811,3.3695
Normal,6.4069,7.1548,7.5201,12.6416,40.7787,5.0007,7.2121,8.4143,18.4447,11.5764,17.4477,5.4928
Normal,5.5252,9.8465,11.2555,15.0266,24.7162,2.2252,9.5414,14.2358,7.8191,4.4404,48.7057,5.6497
Normal,7.9138,5.8026,7.3709,8.4329,30.0472,0.17800000000000002,4.6135,0.08900000000000001,4.265,1.2832,39.5757,5.9267
Normal,2.72,4.5209,8.9108,8.5922,35.0311,4.195,2.8737,5.5336,12.0657,18.0293,5.6682,7.8745
Normal,1.8704,8.0273,8.2159,3.0038,4.1508,0.4543,6.4018,1.6207,10.284,14.7059,7.7637,13.4689
Normal,9.2422,6.329,10.5524,11.4606,4.1458,4.9302,8.0791,8.7657,3.1387,18.7862,4.0065,23.0328
Normal,5.582000000000002,5.3787,9.1489,11.8304,4.25,5.6203,3.5558,10.0592,9.407,4.8558,23.8728,7.5883
Abnormal,6.47,6.4719,9.5837,7.7792,22.6235,5.0863,4.6482,3.2957,0.4431,24.9437,7.9299,6.0744
Normal,1.2341,4.1547,9.0775,3.6145,4.7558,1.3155,2.1813,0.9791,16.6537,11.5856,19.3401,22.5343
Normal,9.3686,6.2146,11.5732,8.1766,13.0276,4.0655,8.0513,3.2725,4.5973,3.7296,2.5202,3.2126
Normal,5.495,0.4971,5.2286,1.1902,14.9418,1.6808,6.9821,2.7535,11.0,16.3399,7.136,6.4898
Normal,8.3102,8.9154,12.28,16.3568,22.9706,5.8619,8.7842,14.934,5.3082,29.661,51.3183,7.4222
Normal,6.5195,7.4789,7.131,12.6114,38.3041,5.7602,9.7818,7.5508,11.2533,6.2498,1.2555,0.4893
Normal,4.7406,8.5373,7.5906,2.0627,13.8012,2.4368,8.2432,0.3167,7.2191,17.3461,1.4217,24.0113
Normal,9.3796,6.4297,9.9591,11.7297,5.9212,4.7799,6.7381,8.6594,3.1295,11.6779,5.5112,3.1849
Normal,6.4453,7.7444,12.5024,11.1621,5.336,6.0873,5.1984,8.9264,1.9386,16.146,28.7748,16.0814
Normal,3.2501,8.2864,11.7554,8.8284,4.0417,3.3408,2.987,2.9142,0.0462,1.4032,19.7925,14.512
Normal,8.9548,6.2704,11.0541,7.4258,7.6469,5.2261,6.9485,4.0679,2.9172,5.9267,17.5215,1.7448
Normal,3.891,6.568,10.2319,11.1722,3.6003,1.7363,1.7282,3.7141,3.1664,4.1819,43.9884,7.1822
Normal,10.8115,6.221,12.1271,12.7332,0.6248,7.6514,5.4585,8.7738,6.5821,0.9047,18.5647,3.2403
Normal,6.4233,7.2894,6.1569,13.1873,23.4169,4.8123,5.5463,7.7635,10.247,2.5756,6.0005,5.0774
Normal,1.6287,5.0088,7.7801,7.0798,42.1574,0.8832,4.1014,1.9883,13.3304,9.5454,4.3573,3.7757
Normal,1.6827,11.8625,13.0756,8.0795,4.9641,0.2347,8.0548,0.0694,5.7697,22.4696,17.8354,4.7635
Abnormal,4.5712,4.2407,6.8774,11.3507,32.4326,0.5999,5.1649,9.6547,2.1879,1.7448,3.7388,3.0649
Normal,5.7742,11.1539,13.19,9.6378,0.6744,5.2793,9.6234,1.4311,16.6722,7.9022,31.0458,6.0651
Normal,7.9559,7.9962,11.4835,13.3621,6.675,7.6444,6.5335,11.4453,14.6874,22.8943,38.9018,12.0564
Normal,4.6298,8.7524,11.6299,2.1194,13.4193,4.2609,9.0524,2.4437,12.278,9.6747,5.0681,5.9082
Normal,6.1478,6.4307,10.8417,14.7308,25.3113,3.3673,4.2124,8.3357,14.3736,4.4958,52.0937,10.9948
Normal,8.5007,6.0535,7.0166,10.4526,33.3202,3.5165,3.3858,4.9406,17.6692,11.6595,0.6185,14.0412
Normal,10.3967,6.5112,10.4929,12.0474,5.9311,5.5799,9.0281,10.68,0.9416,19.4601,2.9079,26.1438
Normal,1.4987,3.6026,8.6188,3.4863,5.6385,1.2369,1.0716,3.1535,6.7575,2.5294,1.9294,10.6994
Normal,0.4724,4.9612,8.8531,4.2197,8.9661,2.7836,4.6736,0.2104,7.3022,5.5482,13.5335,11.8256
Normal,5.1416,7.1631,7.6437,2.9132,6.6154,0.6011,4.1384,0.0462,5.9082,12.7396,0.48,3.508
Abnormal,2.270112,5.170686,6.175488,3.501864,13.556207999999998,2.637618,3.938118,1.222674,17.410584,6.78912,0.612102,10.696842
Normal,1.8182,11.2582,11.7874,8.0795,0.3323,0.8774,6.3867,0.7444,5.0312,34.8676,32.7813,3.508
Normal,3.9029,8.1802,8.183,2.3987,14.9468,3.113,10.5598,0.2381,5.3266,7.893,9.8778,2.1048
Normal,1.7093,5.2341,7.0276,6.5497,40.4762,1.6727,1.9686,0.7791,4.6712,8.9454,3.7665,3.8496
Normal,9.7705,4.6701,8.6838,10.3592,22.8615,6.8387,3.9476,4.0783,8.8808,5.742000000000001,18.9801,10.5425
Normal,1.4749,9.7385,11.0275,7.9651,7.5478,1.8657,3.839,2.268,4.865,2.7879,32.2274,8.8438
Normal,11.4276,5.0583,10.6833,10.5414,3.8136,8.953,4.0054,4.6759,4.4496,2.0956,19.7925,3.5726
Normal,4.1025,6.7886,7.0120000000000005,13.1644,17.9173,3.1997,5.7394,11.2187,9.3146,18.2877,1.0524,19.5525
Normal,9.0042,5.0528,7.6135,10.0177,28.6339,6.8191,3.728,3.1939,8.8992,2.3171,3.8219,2.991
Normal,4.2325,4.6609,8.2672,6.6348,18.3388,1.2808,4.3476,0.0694,8.53,0.8308,34.5814,16.3214
Normal,2.6569,4.1125,8.0786,4.92,3.6449,0.2601,3.0263,1.7952,6.499,8.53,18.7493,2.7510000000000003
Normal,3.7976,8.1692,9.8978,1.5463,3.8681,0.14800000000000002,8.2201,1.8519,8.5854,5.7605,7.3576,30.6765
Normal,6.3776,9.5746,7.7509,16.1728,1.0712,4.2493,9.4096,14.4982,8.6223,14.8444,36.197,11.5579
Normal,6.1139,9.7842,8.0475,14.9927,11.6837,2.8541,8.3368,13.4983,9.0839,4.8558,38.6987,20.5125
